RBP	variable	value
STRBP	hsa-mir-9-1	1.59393265211269
NUDT16L1	hsa-mir-9-1	16.0137565734792
GRSF1	hsa-mir-9-1	14.647692011012
HNRNPF	hsa-mir-9-1	6.42455327004461
HNRNPH1	hsa-mir-9-1	6.03786453790726
HNRNPH2	hsa-mir-9-1	8.18408381449423
HNRNPH3	hsa-mir-9-1	6.31465586912243
ADARB1	hsa-mir-9-1	1.32395932464882
ESRP1	hsa-mir-9-1	0.938967136150235
TRMT10C	hsa-mir-9-1	0
RBM4	hsa-mir-9-1	0.496771589991929
RBM4B	hsa-mir-9-1	0
RBM12B	hsa-mir-9-1	0
SLTM	hsa-mir-9-1	0
SAFB	hsa-mir-9-1	0
FUS	hsa-mir-9-1	1.17795301963633
TAF15	hsa-mir-9-1	0.47335746079156
RBM14	hsa-mir-9-1	0.690398701010422
DDX1	hsa-mir-9-1	1.37425615056305
APOBEC3B	hsa-mir-9-1	0.432900432900433
RTCB	hsa-mir-9-1	2.11604827191177
DDX23	hsa-mir-9-1	0
RBM47	hsa-mir-9-1	0
PRMT1	hsa-mir-9-1	9.36227951153324
RBM6	hsa-mir-9-1	0
SUGP1	hsa-mir-9-1	0
PLRG1	hsa-mir-9-1	0
CDC5L	hsa-mir-9-1	0
CDC40	hsa-mir-9-1	0
SF3A1	hsa-mir-9-1	0
SF3A3	hsa-mir-9-1	0
SF3B1	hsa-mir-9-1	0.705328772805918
SF3B2	hsa-mir-9-1	0.269031781226903
SF3B3	hsa-mir-9-1	0.702090369910772
SF3B4	hsa-mir-9-1	0.6
SF3B5	hsa-mir-9-1	0
U2SURP	hsa-mir-9-1	0.503955875099343
RBM10	hsa-mir-9-1	0
CHERP	hsa-mir-9-1	0
CCAR1	hsa-mir-9-1	0
RBM17	hsa-mir-9-1	0
RBM5	hsa-mir-9-1	0
AQR	hsa-mir-9-1	0
XAB2	hsa-mir-9-1	0
PAXBP1	hsa-mir-9-1	0
PURA	hsa-mir-9-1	0
PURB	hsa-mir-9-1	0
PLOD1	hsa-mir-9-1	0.31055900621118
HNRNPA0	hsa-mir-9-1	0.652323105226353
HNRNPA1	hsa-mir-9-1	0.93694290250787
HNRNPA2B1	hsa-mir-9-1	0.894815701497261
HNRNPA3	hsa-mir-9-1	0.762272939983985
HNRNPK	hsa-mir-9-1	1.39464123025472
KIN	hsa-mir-9-1	0
TRIM71	hsa-mir-9-1	0
G3BP2	hsa-mir-9-1	0
ZC3H7A	hsa-mir-9-1	0
ZC3H7B	hsa-mir-9-1	0
XRN1	hsa-mir-9-1	0
TRIM25	hsa-mir-9-1	0
ATXN2L	hsa-mir-9-1	0
ATXN2	hsa-mir-9-1	0
NUFIP2	hsa-mir-9-1	0
TTC3	hsa-mir-9-1	0
PAPD4	hsa-mir-9-1	29.0167344646943
ZC3H11A	hsa-mir-9-1	2.5
HNRNPM	hsa-mir-9-1	1.98683198447831
ZNF346	hsa-mir-9-1	7.73718821807427
RTCA	hsa-mir-9-1	0.737914956746238
DHX36	hsa-mir-9-1	0.0862068965517241
USP36	hsa-mir-9-1	0
PATL1	hsa-mir-9-1	0
EDC3	hsa-mir-9-1	0
EDC4	hsa-mir-9-1	0
DCP1A	hsa-mir-9-1	0
DCP1B	hsa-mir-9-1	0
DCP2	hsa-mir-9-1	0
DDX3X	hsa-mir-9-1	1.19859802260835
DDX3Y	hsa-mir-9-1	0
HNRNPR	hsa-mir-9-1	0.961096712095655
SYNCRIP	hsa-mir-9-1	1.33187262735019
ZFR	hsa-mir-9-1	0.163398692810458
TRMT1L	hsa-mir-9-1	0
MSI1	hsa-mir-9-1	0
MSI2	hsa-mir-9-1	0.44697294540974
TRIM26	hsa-mir-9-1	0
SART3	hsa-mir-9-1	0
RBBP6	hsa-mir-9-1	0
CRTAP	hsa-mir-9-1	1.05820105820106
P3H1	hsa-mir-9-1	0
TRA2A	hsa-mir-9-1	0.252525252525253
TRA2B	hsa-mir-9-1	1.45226746282788
WWP1	hsa-mir-9-1	0
WWP2	hsa-mir-9-1	0
CPSF1	hsa-mir-9-1	0
CPSF2	hsa-mir-9-1	0
CPSF3	hsa-mir-9-1	0
CPSF4	hsa-mir-9-1	0
NUDT21	hsa-mir-9-1	0
CPSF6	hsa-mir-9-1	0
CPSF7	hsa-mir-9-1	0
CSTF2	hsa-mir-9-1	0
CSTF3	hsa-mir-9-1	0
FIP1L1	hsa-mir-9-1	0
WDR33	hsa-mir-9-1	0
SYMPK	hsa-mir-9-1	0.65359477124183
EPRS	hsa-mir-9-1	0.531687630090425
RARS	hsa-mir-9-1	0.522177101943005
IARS	hsa-mir-9-1	0.279068271588739
LARS	hsa-mir-9-1	0.173913043478261
DARS	hsa-mir-9-1	0.999992352500628
QARS	hsa-mir-9-1	0.402800097167202
MARS	hsa-mir-9-1	0.459534448836437
KARS	hsa-mir-9-1	0.38766873629259
AIMP1	hsa-mir-9-1	0
AIMP2	hsa-mir-9-1	0
ZNF385A	hsa-mir-9-1	1.6
LARP7	hsa-mir-9-1	0.829141930836846
DZIP3	hsa-mir-9-1	0
TIAL1	hsa-mir-9-1	0
MYEF2	hsa-mir-9-1	0.387596899224806
RBFOX2	hsa-mir-9-1	0.613704819277109
KNOP1	hsa-mir-9-1	0.512820512820513
DHX37	hsa-mir-9-1	0
DDX21	hsa-mir-9-1	0.695540679797248
LRPPRC	hsa-mir-9-1	0.737164999163635
RBM45	hsa-mir-9-1	0
RBMS1	hsa-mir-9-1	0
RBMS2	hsa-mir-9-1	0
HARS2	hsa-mir-9-1	0.669336893635959
SUGP2	hsa-mir-9-1	0.581395348837209
MATR3	hsa-mir-9-1	1.00815028556932
YBX3	hsa-mir-9-1	0.493328197539188
YBX1	hsa-mir-9-1	0.799619058694937
YBX2	hsa-mir-9-1	0
C1QBP	hsa-mir-9-1	0.321802091713596
PTBP1	hsa-mir-9-1	0.617377917465269
PTBP3	hsa-mir-9-1	0
FAM98A	hsa-mir-9-1	2.17686517227187
FAM98B	hsa-mir-9-1	1.85185185185185
MTERF3	hsa-mir-9-1	0
PTCD3	hsa-mir-9-1	0
TRIM56	hsa-mir-9-1	0
PDCD11	hsa-mir-9-1	0.697547164031244
UPF1	hsa-mir-9-1	0.316600826361164
NOL6	hsa-mir-9-1	0.666666666666667
ERAL1	hsa-mir-9-1	0.460829493087558
UTP20	hsa-mir-9-1	1.05609937536578
QKI	hsa-mir-9-1	0
PUF60	hsa-mir-9-1	0.757575757575757
LSM10	hsa-mir-9-1	0
LSM11	hsa-mir-9-1	0
CASC3	hsa-mir-9-1	0
NONO	hsa-mir-9-1	0.299050761153043
SFPQ	hsa-mir-9-1	0.614278386231453
ZNF106	hsa-mir-9-1	0
DDX49	hsa-mir-9-1	0
CELF2	hsa-mir-9-1	0
CELF1	hsa-mir-9-1	0.14903129657228
PIP5K1A	hsa-mir-9-1	0
EIF2AK2	hsa-mir-9-1	0.712817588842718
LARP6	hsa-mir-9-1	0
ZC3H10	hsa-mir-9-1	0
C9ORF114	hsa-mir-9-1	0.576923076923077
SF1	hsa-mir-9-1	0
PUM1	hsa-mir-9-1	0
PUM2	hsa-mir-9-1	0
ELAC1	hsa-mir-9-1	0
IGF2BP1	hsa-mir-9-1	0.682045319968454
IGF2BP2	hsa-mir-9-1	0.685063764890015
IGF2BP3	hsa-mir-9-1	0.210878973420185
PGAM5	hsa-mir-9-1	0
CSTF1	hsa-mir-9-1	0
LCORL	hsa-mir-9-1	0
NOL4L	hsa-mir-9-1	0
LIN28A	hsa-mir-9-2	0.697471665213601
LIN28B	hsa-mir-9-2	0.355871886120996
ZCCHC11	hsa-mir-9-2	0
ZCCHC6	hsa-mir-9-2	0
HNRNPL	hsa-mir-9-2	0.862614031442767
STRBP	hsa-mir-9-2	0
NUDT16L1	hsa-mir-9-2	0
GRSF1	hsa-mir-9-2	0.0727272727272727
HNRNPF	hsa-mir-9-2	1.21939766187622
HNRNPH1	hsa-mir-9-2	1.52330505064346
HNRNPH2	hsa-mir-9-2	0.655400197739561
HNRNPH3	hsa-mir-9-2	0.990954029597992
ADARB1	hsa-mir-9-2	0.798174777964906
ESRP1	hsa-mir-9-2	0
TRMT10C	hsa-mir-9-2	0
RBM4	hsa-mir-9-2	1.92184713359545
RBM4B	hsa-mir-9-2	5
RBM12B	hsa-mir-9-2	0
SLTM	hsa-mir-9-2	0
SAFB	hsa-mir-9-2	0
FUS	hsa-mir-9-2	1.45018976502593
TAF15	hsa-mir-9-2	1.23034111336366
RBM14	hsa-mir-9-2	1.68453253097016
DDX1	hsa-mir-9-2	0.224201474201474
APOBEC3B	hsa-mir-9-2	0.694220097205172
RTCB	hsa-mir-9-2	0.325036642872365
DDX23	hsa-mir-9-2	0
RBM47	hsa-mir-9-2	0
PRMT1	hsa-mir-9-2	3.54929161747344
RBM6	hsa-mir-9-2	0
SUGP1	hsa-mir-9-2	0
PLRG1	hsa-mir-9-2	0
CDC5L	hsa-mir-9-2	0
CDC40	hsa-mir-9-2	0
SF3A1	hsa-mir-9-2	0
SF3A3	hsa-mir-9-2	0
SF3B1	hsa-mir-9-2	0.276507591001087
SF3B2	hsa-mir-9-2	0.147819660014782
SF3B3	hsa-mir-9-2	0.137548049351446
SF3B4	hsa-mir-9-2	0
SF3B5	hsa-mir-9-2	0
U2SURP	hsa-mir-9-2	0
RBM10	hsa-mir-9-2	0
CHERP	hsa-mir-9-2	0
CCAR1	hsa-mir-9-2	0
RBM17	hsa-mir-9-2	0
RBM5	hsa-mir-9-2	0
AQR	hsa-mir-9-2	0
XAB2	hsa-mir-9-2	0
PAXBP1	hsa-mir-9-2	0
PURA	hsa-mir-9-2	4.57997152349312
PURB	hsa-mir-9-2	26.6253746253746
PLOD1	hsa-mir-9-2	0.124223602484472
HNRNPA0	hsa-mir-9-2	0.249098109659805
HNRNPA1	hsa-mir-9-2	1.23142629082239
HNRNPA2B1	hsa-mir-9-2	1.4061610285348
HNRNPA3	hsa-mir-9-2	1.19258842353679
HNRNPK	hsa-mir-9-2	0.872577991370664
KIN	hsa-mir-9-2	0
TRIM71	hsa-mir-9-2	0
G3BP2	hsa-mir-9-2	0
ZC3H7A	hsa-mir-9-2	0
ZC3H7B	hsa-mir-9-2	0
XRN1	hsa-mir-9-2	0
TRIM25	hsa-mir-9-2	0
ATXN2L	hsa-mir-9-2	0
ATXN2	hsa-mir-9-2	0
NUFIP2	hsa-mir-9-2	0
TTC3	hsa-mir-9-2	0
PAPD4	hsa-mir-9-2	1.88826466916355
ZC3H11A	hsa-mir-9-2	96.0714285714286
HNRNPM	hsa-mir-9-2	6.02940676970864
ZNF346	hsa-mir-9-2	5.66426598932981
RTCA	hsa-mir-9-2	0.45662100456621
DHX36	hsa-mir-9-2	1.25820853972629
USP36	hsa-mir-9-2	0
PATL1	hsa-mir-9-2	0
EDC3	hsa-mir-9-2	0
EDC4	hsa-mir-9-2	0
DCP1A	hsa-mir-9-2	0
DCP1B	hsa-mir-9-2	0
DCP2	hsa-mir-9-2	0
DDX3X	hsa-mir-9-2	0.939639476631671
DDX3Y	hsa-mir-9-2	0
HNRNPR	hsa-mir-9-2	1.02949195445712
SYNCRIP	hsa-mir-9-2	0.813467921332826
ZFR	hsa-mir-9-2	0.208333333333333
TRMT1L	hsa-mir-9-2	0
MSI1	hsa-mir-9-2	0
MSI2	hsa-mir-9-2	0.334869977272084
TRIM26	hsa-mir-9-2	0
SART3	hsa-mir-9-2	0
RBBP6	hsa-mir-9-2	0
CRTAP	hsa-mir-9-2	1.58730158730159
P3H1	hsa-mir-9-2	0
TRA2A	hsa-mir-9-2	2.4580688066675
TRA2B	hsa-mir-9-2	2.05560067869572
WWP1	hsa-mir-9-2	0
WWP2	hsa-mir-9-2	0
CPSF1	hsa-mir-9-2	0
CPSF2	hsa-mir-9-2	0
CPSF3	hsa-mir-9-2	0
CPSF4	hsa-mir-9-2	0
NUDT21	hsa-mir-9-2	0.716845878136201
CPSF6	hsa-mir-9-2	0
CPSF7	hsa-mir-9-2	1.25
CSTF2	hsa-mir-9-2	0
CSTF3	hsa-mir-9-2	0
FIP1L1	hsa-mir-9-2	0
WDR33	hsa-mir-9-2	0
SYMPK	hsa-mir-9-2	0
EPRS	hsa-mir-9-2	0.332344934370984
RARS	hsa-mir-9-2	0.14171885222918
IARS	hsa-mir-9-2	0
LARS	hsa-mir-9-2	0
DARS	hsa-mir-9-2	0.742473639875182
QARS	hsa-mir-9-2	0.183823529411765
MARS	hsa-mir-9-2	0.14336917562724
KARS	hsa-mir-9-2	0
AIMP1	hsa-mir-9-2	0
AIMP2	hsa-mir-9-2	0
ZNF385A	hsa-mir-9-2	1.6
LARP7	hsa-mir-9-2	0.240540858679687
DZIP3	hsa-mir-9-2	0
TIAL1	hsa-mir-9-2	20
MYEF2	hsa-mir-9-2	18.3082046005781
RBFOX2	hsa-mir-9-2	0.914909638554217
KNOP1	hsa-mir-9-2	0.206185567010309
DHX37	hsa-mir-9-2	0
DDX21	hsa-mir-9-2	0.213960294499697
LRPPRC	hsa-mir-9-2	0.358141204882286
RBM45	hsa-mir-9-2	0
RBMS1	hsa-mir-9-2	0
RBMS2	hsa-mir-9-2	10
HARS2	hsa-mir-9-2	0
SUGP2	hsa-mir-9-2	0
MATR3	hsa-mir-9-2	0.821003544343689
YBX3	hsa-mir-9-2	0.301810374689455
YBX1	hsa-mir-9-2	0.820432960062977
YBX2	hsa-mir-9-2	0
C1QBP	hsa-mir-9-2	1.50770239265814
PTBP1	hsa-mir-9-2	0.593464752004025
PTBP3	hsa-mir-9-2	0
FAM98A	hsa-mir-9-2	0.425222544598383
FAM98B	hsa-mir-9-2	0
MTERF3	hsa-mir-9-2	0
PTCD3	hsa-mir-9-2	0
TRIM56	hsa-mir-9-2	0
PDCD11	hsa-mir-9-2	0.550827519667926
UPF1	hsa-mir-9-2	0
NOL6	hsa-mir-9-2	0
ERAL1	hsa-mir-9-2	0.230414746543779
UTP20	hsa-mir-9-2	0.337495288416009
QKI	hsa-mir-9-2	0
PUF60	hsa-mir-9-2	0
LSM10	hsa-mir-9-2	0
LSM11	hsa-mir-9-2	0
CASC3	hsa-mir-9-2	0
NONO	hsa-mir-9-2	0.945255864477499
SFPQ	hsa-mir-9-2	0.659171032416923
ZNF106	hsa-mir-9-2	0
DDX49	hsa-mir-9-2	0
CELF2	hsa-mir-9-2	9.35508935508936
CELF1	hsa-mir-9-2	6.54950886136326
PIP5K1A	hsa-mir-9-2	0
EIF2AK2	hsa-mir-9-2	0.999255636195082
LARP6	hsa-mir-9-2	0
ZC3H10	hsa-mir-9-2	0
C9ORF114	hsa-mir-9-2	0
SF1	hsa-mir-9-2	0
PUM1	hsa-mir-9-2	0
PUM2	hsa-mir-9-2	0
ELAC1	hsa-mir-9-2	0
IGF2BP1	hsa-mir-9-2	0.743518888607773
IGF2BP2	hsa-mir-9-2	0.564312080872869
IGF2BP3	hsa-mir-9-2	0.298856294821779
PGAM5	hsa-mir-9-2	0
CSTF1	hsa-mir-9-2	0
LCORL	hsa-mir-9-2	0
NOL4L	hsa-mir-9-2	0
LIN28A	hsa-mir-9-3	0
LIN28B	hsa-mir-9-3	0
ZCCHC11	hsa-mir-9-3	0
ZCCHC6	hsa-mir-9-3	0
HNRNPL	hsa-mir-9-3	0.976226068552751
STRBP	hsa-mir-9-3	1.63364478771297
NUDT16L1	hsa-mir-9-3	0
GRSF1	hsa-mir-9-3	0
HNRNPF	hsa-mir-9-3	0.629961221673303
HNRNPH1	hsa-mir-9-3	0.87951345290029
HNRNPH2	hsa-mir-9-3	0.165931177219255
HNRNPH3	hsa-mir-9-3	0.187547854199036
ADARB1	hsa-mir-9-3	8.57182654540562
ESRP1	hsa-mir-9-3	0
TRMT10C	hsa-mir-9-3	0
RBM4	hsa-mir-9-3	0.211864406779661
RBM4B	hsa-mir-9-3	0
RBM12B	hsa-mir-9-3	0
SLTM	hsa-mir-9-3	0
SAFB	hsa-mir-9-3	0
FUS	hsa-mir-9-3	0.424839475598267
TAF15	hsa-mir-9-3	0.51243137450034
RBM14	hsa-mir-9-3	0.890321781154098
DDX1	hsa-mir-9-3	0.194486957269359
APOBEC3B	hsa-mir-9-3	0.144300144300144
RTCB	hsa-mir-9-3	0.532657667310597
DDX23	hsa-mir-9-3	0
RBM47	hsa-mir-9-3	0
PRMT1	hsa-mir-9-3	3.34974182602641
RBM6	hsa-mir-9-3	0
SUGP1	hsa-mir-9-3	0
PLRG1	hsa-mir-9-3	0
CDC5L	hsa-mir-9-3	0
CDC40	hsa-mir-9-3	0
SF3A1	hsa-mir-9-3	0
SF3A3	hsa-mir-9-3	0
SF3B1	hsa-mir-9-3	0.383982757754167
SF3B2	hsa-mir-9-3	0
SF3B3	hsa-mir-9-3	0.496759969934209
SF3B4	hsa-mir-9-3	0
SF3B5	hsa-mir-9-3	0
U2SURP	hsa-mir-9-3	0
RBM10	hsa-mir-9-3	0
CHERP	hsa-mir-9-3	0
CCAR1	hsa-mir-9-3	0
RBM17	hsa-mir-9-3	0
RBM5	hsa-mir-9-3	0
AQR	hsa-mir-9-3	0
XAB2	hsa-mir-9-3	0
PAXBP1	hsa-mir-9-3	0
PURA	hsa-mir-9-3	0
PURB	hsa-mir-9-3	0
PLOD1	hsa-mir-9-3	0
HNRNPA0	hsa-mir-9-3	0.0354421407052986
HNRNPA1	hsa-mir-9-3	0.643018186721958
HNRNPA2B1	hsa-mir-9-3	0.585486331849299
HNRNPA3	hsa-mir-9-3	0.353877632812664
HNRNPK	hsa-mir-9-3	1.19339692222962
KIN	hsa-mir-9-3	0
TRIM71	hsa-mir-9-3	0
G3BP2	hsa-mir-9-3	0
ZC3H7A	hsa-mir-9-3	0
ZC3H7B	hsa-mir-9-3	0
XRN1	hsa-mir-9-3	0
TRIM25	hsa-mir-9-3	0
ATXN2L	hsa-mir-9-3	0
ATXN2	hsa-mir-9-3	0
NUFIP2	hsa-mir-9-3	0
TTC3	hsa-mir-9-3	0
PAPD4	hsa-mir-9-3	0
ZC3H11A	hsa-mir-9-3	0
HNRNPM	hsa-mir-9-3	0.871249746038818
ZNF346	hsa-mir-9-3	17.5099043309623
RTCA	hsa-mir-9-3	0
DHX36	hsa-mir-9-3	0
USP36	hsa-mir-9-3	0
PATL1	hsa-mir-9-3	0
EDC3	hsa-mir-9-3	0
EDC4	hsa-mir-9-3	0
DCP1A	hsa-mir-9-3	0
DCP1B	hsa-mir-9-3	0
DCP2	hsa-mir-9-3	0
DDX3X	hsa-mir-9-3	1.03180574715102
DDX3Y	hsa-mir-9-3	0
HNRNPR	hsa-mir-9-3	0.537057801716932
SYNCRIP	hsa-mir-9-3	0.789711155552657
ZFR	hsa-mir-9-3	0.371732026143791
TRMT1L	hsa-mir-9-3	0
MSI1	hsa-mir-9-3	0
MSI2	hsa-mir-9-3	0.0993541977148535
TRIM26	hsa-mir-9-3	0
SART3	hsa-mir-9-3	0
RBBP6	hsa-mir-9-3	0
CRTAP	hsa-mir-9-3	1.58730158730159
P3H1	hsa-mir-9-3	3.40909090909091
TRA2A	hsa-mir-9-3	0
TRA2B	hsa-mir-9-3	1.16789237343917
WWP1	hsa-mir-9-3	0
WWP2	hsa-mir-9-3	0
CPSF1	hsa-mir-9-3	0
CPSF2	hsa-mir-9-3	0
CPSF3	hsa-mir-9-3	0
CPSF4	hsa-mir-9-3	0
NUDT21	hsa-mir-9-3	0
CPSF6	hsa-mir-9-3	0
CPSF7	hsa-mir-9-3	0
CSTF2	hsa-mir-9-3	0
CSTF3	hsa-mir-9-3	0
FIP1L1	hsa-mir-9-3	1.73913043478261
WDR33	hsa-mir-9-3	0
SYMPK	hsa-mir-9-3	0.980392156862745
EPRS	hsa-mir-9-3	0.408284339512062
RARS	hsa-mir-9-3	0.476063689901014
IARS	hsa-mir-9-3	0.332909493246747
LARS	hsa-mir-9-3	0.347826086956522
DARS	hsa-mir-9-3	1.76337365701318
QARS	hsa-mir-9-3	0.594857816719116
MARS	hsa-mir-9-3	0.679307647785396
KARS	hsa-mir-9-3	0.207684319833853
AIMP1	hsa-mir-9-3	0
AIMP2	hsa-mir-9-3	0
ZNF385A	hsa-mir-9-3	8.11428571428571
LARP7	hsa-mir-9-3	0.233517975453459
DZIP3	hsa-mir-9-3	0
TIAL1	hsa-mir-9-3	0
MYEF2	hsa-mir-9-3	0
RBFOX2	hsa-mir-9-3	0.208333333333333
KNOP1	hsa-mir-9-3	0
DHX37	hsa-mir-9-3	0
DDX21	hsa-mir-9-3	0.763108323033613
LRPPRC	hsa-mir-9-3	0.546716088381964
RBM45	hsa-mir-9-3	0
RBMS1	hsa-mir-9-3	0
RBMS2	hsa-mir-9-3	0
HARS2	hsa-mir-9-3	0
SUGP2	hsa-mir-9-3	0.387596899224806
MATR3	hsa-mir-9-3	0.78978608472379
YBX3	hsa-mir-9-3	0.201065490952512
YBX1	hsa-mir-9-3	0.761462089727338
YBX2	hsa-mir-9-3	0.280112044817927
C1QBP	hsa-mir-9-3	0
PTBP1	hsa-mir-9-3	0.839735440725296
PTBP3	hsa-mir-9-3	0
FAM98A	hsa-mir-9-3	0.196206671026815
FAM98B	hsa-mir-9-3	0
MTERF3	hsa-mir-9-3	0
PTCD3	hsa-mir-9-3	0
TRIM56	hsa-mir-9-3	0
PDCD11	hsa-mir-9-3	0.299748713112946
UPF1	hsa-mir-9-3	0.0468603561387066
NOL6	hsa-mir-9-3	0
ERAL1	hsa-mir-9-3	0.345622119815668
UTP20	hsa-mir-9-3	1.3585951887597
QKI	hsa-mir-9-3	0
PUF60	hsa-mir-9-3	0.505050505050505
LSM10	hsa-mir-9-3	0
LSM11	hsa-mir-9-3	0
CASC3	hsa-mir-9-3	0
NONO	hsa-mir-9-3	0.675099767030847
SFPQ	hsa-mir-9-3	0.487102606393131
ZNF106	hsa-mir-9-3	0
DDX49	hsa-mir-9-3	0
CELF2	hsa-mir-9-3	0
CELF1	hsa-mir-9-3	0
PIP5K1A	hsa-mir-9-3	0
EIF2AK2	hsa-mir-9-3	2.15945138554329
LARP6	hsa-mir-9-3	0
ZC3H10	hsa-mir-9-3	0
C9ORF114	hsa-mir-9-3	0
SF1	hsa-mir-9-3	0
PUM1	hsa-mir-9-3	0.416666666666667
PUM2	hsa-mir-9-3	0
ELAC1	hsa-mir-9-3	0
IGF2BP1	hsa-mir-9-3	0.911875115303215
IGF2BP2	hsa-mir-9-3	0.446048149458295
IGF2BP3	hsa-mir-9-3	0.260688355890482
PGAM5	hsa-mir-9-3	0
CSTF1	hsa-mir-9-3	0
LCORL	hsa-mir-9-3	0
NOL4L	hsa-mir-9-3	0
LIN28A	hsa-mir-10b	0.697471665213601
LIN28B	hsa-mir-10b	0.355871886120996
ZCCHC11	hsa-mir-10b	0
ZCCHC6	hsa-mir-10b	0
HNRNPL	hsa-mir-10b	1.11966992305154
STRBP	hsa-mir-10b	0
NUDT16L1	hsa-mir-10b	0
GRSF1	hsa-mir-10b	0
HNRNPF	hsa-mir-10b	0.825233656912964
HNRNPH1	hsa-mir-10b	0.793833203378869
HNRNPH2	hsa-mir-10b	0
HNRNPH3	hsa-mir-10b	0.166589201215223
ADARB1	hsa-mir-10b	0
ESRP1	hsa-mir-10b	0
TRMT10C	hsa-mir-10b	0
RBM4	hsa-mir-10b	0.638821630347054
RBM4B	hsa-mir-10b	0
RBM12B	hsa-mir-10b	0
SLTM	hsa-mir-10b	0
SAFB	hsa-mir-10b	0
FUS	hsa-mir-10b	0.634243389557569
TAF15	hsa-mir-10b	0.42616327566634
RBM14	hsa-mir-10b	0.47827336408283
DDX1	hsa-mir-10b	2.27837589488974
APOBEC3B	hsa-mir-10b	0.0962000962000962
RTCB	hsa-mir-10b	2.75171971254269
DDX23	hsa-mir-10b	0
RBM47	hsa-mir-10b	0
PRMT1	hsa-mir-10b	0.542740841248304
RBM6	hsa-mir-10b	0
SUGP1	hsa-mir-10b	0
PLRG1	hsa-mir-10b	0
CDC5L	hsa-mir-10b	0
CDC40	hsa-mir-10b	0
SF3A1	hsa-mir-10b	0.952380952380952
SF3A3	hsa-mir-10b	0
SF3B1	hsa-mir-10b	1.47111040209196
SF3B2	hsa-mir-10b	1.05389789343305
SF3B3	hsa-mir-10b	1.19090873786821
SF3B4	hsa-mir-10b	1.1125
SF3B5	hsa-mir-10b	0
U2SURP	hsa-mir-10b	1.1221674173038
RBM10	hsa-mir-10b	0
CHERP	hsa-mir-10b	0
CCAR1	hsa-mir-10b	0
RBM17	hsa-mir-10b	0
RBM5	hsa-mir-10b	0
AQR	hsa-mir-10b	0
XAB2	hsa-mir-10b	0
PAXBP1	hsa-mir-10b	0
PURA	hsa-mir-10b	0
PURB	hsa-mir-10b	0
PLOD1	hsa-mir-10b	0.31055900621118
HNRNPA0	hsa-mir-10b	0.09217998827215
HNRNPA1	hsa-mir-10b	0.684822379177592
HNRNPA2B1	hsa-mir-10b	0.737124446299165
HNRNPA3	hsa-mir-10b	0.621676182258546
HNRNPK	hsa-mir-10b	1.20028913203939
KIN	hsa-mir-10b	0
TRIM71	hsa-mir-10b	0
G3BP2	hsa-mir-10b	0.142585551330798
ZC3H7A	hsa-mir-10b	0
ZC3H7B	hsa-mir-10b	0
XRN1	hsa-mir-10b	0
TRIM25	hsa-mir-10b	0
ATXN2L	hsa-mir-10b	0.147058823529412
ATXN2	hsa-mir-10b	0
NUFIP2	hsa-mir-10b	0
TTC3	hsa-mir-10b	0
PAPD4	hsa-mir-10b	0.249687890137328
ZC3H11A	hsa-mir-10b	0
HNRNPM	hsa-mir-10b	0.96642647790236
ZNF346	hsa-mir-10b	2.37107511728048
RTCA	hsa-mir-10b	0.45662100456621
DHX36	hsa-mir-10b	0.767810224212908
USP36	hsa-mir-10b	0
PATL1	hsa-mir-10b	0
EDC3	hsa-mir-10b	0
EDC4	hsa-mir-10b	0
DCP1A	hsa-mir-10b	0
DCP1B	hsa-mir-10b	0
DCP2	hsa-mir-10b	0
DDX3X	hsa-mir-10b	1.14117769679787
DDX3Y	hsa-mir-10b	0
HNRNPR	hsa-mir-10b	0.843480773614306
SYNCRIP	hsa-mir-10b	0.99543214273637
ZFR	hsa-mir-10b	0
TRMT1L	hsa-mir-10b	0
MSI1	hsa-mir-10b	0
MSI2	hsa-mir-10b	0.282618935468676
TRIM26	hsa-mir-10b	0
SART3	hsa-mir-10b	0
RBBP6	hsa-mir-10b	0
CRTAP	hsa-mir-10b	2.11640211640212
P3H1	hsa-mir-10b	0
TRA2A	hsa-mir-10b	0
TRA2B	hsa-mir-10b	1.07453889156104
WWP1	hsa-mir-10b	0
WWP2	hsa-mir-10b	0
CPSF1	hsa-mir-10b	0
CPSF2	hsa-mir-10b	0
CPSF3	hsa-mir-10b	0
CPSF4	hsa-mir-10b	0
NUDT21	hsa-mir-10b	6.79045092838196
CPSF6	hsa-mir-10b	18.3083583083583
CPSF7	hsa-mir-10b	33.1565276828435
CSTF2	hsa-mir-10b	0
CSTF3	hsa-mir-10b	0
FIP1L1	hsa-mir-10b	0
WDR33	hsa-mir-10b	0
SYMPK	hsa-mir-10b	0
EPRS	hsa-mir-10b	0.302533983237501
RARS	hsa-mir-10b	0.552005366693238
IARS	hsa-mir-10b	0.327606511281951
LARS	hsa-mir-10b	0.396039603960396
DARS	hsa-mir-10b	0.554854549365058
QARS	hsa-mir-10b	0.215589730174154
MARS	hsa-mir-10b	0.799144827621865
KARS	hsa-mir-10b	0.0509683995922528
AIMP1	hsa-mir-10b	0
AIMP2	hsa-mir-10b	0
ZNF385A	hsa-mir-10b	0
LARP7	hsa-mir-10b	0.712563568774432
DZIP3	hsa-mir-10b	0
TIAL1	hsa-mir-10b	0
MYEF2	hsa-mir-10b	0
RBFOX2	hsa-mir-10b	0.208333333333333
KNOP1	hsa-mir-10b	0.273972602739726
