RBP	variable	value
ZNF346	hsa-mir-19b-2	2.82509821549285
RTCA	hsa-mir-19b-2	1.63872175333601
DHX36	hsa-mir-19b-2	0.217785843920145
USP36	hsa-mir-19b-2	1.78571428571429
PATL1	hsa-mir-19b-2	4.16666666666667
EDC3	hsa-mir-19b-2	0
EDC4	hsa-mir-19b-2	0
DCP1A	hsa-mir-19b-2	0
DCP1B	hsa-mir-19b-2	0
DCP2	hsa-mir-19b-2	0
DDX3X	hsa-mir-19b-2	0.974240871948415
DDX3Y	hsa-mir-19b-2	1.89003436426117
HNRNPR	hsa-mir-19b-2	0.680220745082113
SYNCRIP	hsa-mir-19b-2	0.80573607268258
ZFR	hsa-mir-19b-2	0.782013685239492
TRMT1L	hsa-mir-19b-2	0
MSI1	hsa-mir-19b-2	0.900900900900901
MSI2	hsa-mir-19b-2	1.20799385274237
TRIM26	hsa-mir-19b-2	0
SART3	hsa-mir-19b-2	0.612244897959184
RBBP6	hsa-mir-19b-2	0
CRTAP	hsa-mir-19b-2	0
P3H1	hsa-mir-19b-2	0
TRA2A	hsa-mir-19b-2	0
TRA2B	hsa-mir-19b-2	0.797710852940342
WWP1	hsa-mir-19b-2	0
WWP2	hsa-mir-19b-2	0
CPSF1	hsa-mir-19b-2	1.10294117647059
CPSF2	hsa-mir-19b-2	0
CPSF3	hsa-mir-19b-2	0
CPSF4	hsa-mir-19b-2	0
NUDT21	hsa-mir-19b-2	1.32303639846743
CPSF6	hsa-mir-19b-2	2.5974025974026
CPSF7	hsa-mir-19b-2	0
CSTF2	hsa-mir-19b-2	0
CSTF3	hsa-mir-19b-2	0
FIP1L1	hsa-mir-19b-2	0
WDR33	hsa-mir-19b-2	0
SYMPK	hsa-mir-19b-2	1.61290322580645
EPRS	hsa-mir-19b-2	16.093655660816
RARS	hsa-mir-19b-2	9.54424188731604
IARS	hsa-mir-19b-2	9.8191032210126
LARS	hsa-mir-19b-2	12.0981383035329
DARS	hsa-mir-19b-2	6.9459702675377
QARS	hsa-mir-19b-2	16.4483438186105
MARS	hsa-mir-19b-2	13.6226491989908
KARS	hsa-mir-19b-2	12.3376715110886
AIMP1	hsa-mir-19b-2	27.6630023490548
AIMP2	hsa-mir-19b-2	23.4238590695544
ZNF385A	hsa-mir-19b-2	65.5746031746032
LARP7	hsa-mir-19b-2	8.22610246205129
DZIP3	hsa-mir-19b-2	0
TIAL1	hsa-mir-19b-2	0
MYEF2	hsa-mir-19b-2	0.364298724954463
RBFOX2	hsa-mir-19b-2	0.208333333333333
KNOP1	hsa-mir-19b-2	2.13976268099979
DHX37	hsa-mir-19b-2	2.45818231075748
DDX21	hsa-mir-19b-2	0.514452986913325
LRPPRC	hsa-mir-19b-2	1.42874580114044
RBM45	hsa-mir-19b-2	0
RBMS1	hsa-mir-19b-2	0
RBMS2	hsa-mir-19b-2	0.8
HARS2	hsa-mir-19b-2	0.145243282498184
SUGP2	hsa-mir-19b-2	0.153688524590164
MATR3	hsa-mir-19b-2	0.728911222372903
YBX3	hsa-mir-19b-2	0.311951027871375
YBX1	hsa-mir-19b-2	1.03955417856977
YBX2	hsa-mir-19b-2	0
C1QBP	hsa-mir-19b-2	0.842690558797606
PTBP1	hsa-mir-19b-2	1.16204494878405
PTBP3	hsa-mir-19b-2	0.172413793103448
FAM98A	hsa-mir-19b-2	0.178244615798284
FAM98B	hsa-mir-19b-2	0
MTERF3	hsa-mir-19b-2	0
PTCD3	hsa-mir-19b-2	0
TRIM56	hsa-mir-19b-2	0
PDCD11	hsa-mir-19b-2	0.708397719080005
UPF1	hsa-mir-19b-2	0.959773614157609
NOL6	hsa-mir-19b-2	0.4
ERAL1	hsa-mir-19b-2	0
UTP20	hsa-mir-19b-2	2.78433598814006
QKI	hsa-mir-19b-2	3.03030303030303
PUF60	hsa-mir-19b-2	0.483911513323278
LSM10	hsa-mir-19b-2	0
LSM11	hsa-mir-19b-2	0
CASC3	hsa-mir-19b-2	0
NONO	hsa-mir-19b-2	0.727717557894255
SFPQ	hsa-mir-19b-2	0.624006490006239
ZNF106	hsa-mir-19b-2	0
DDX49	hsa-mir-19b-2	0
CELF2	hsa-mir-19b-2	0
CELF1	hsa-mir-19b-2	2.26315789473684
PIP5K1A	hsa-mir-19b-2	0
EIF2AK2	hsa-mir-19b-2	0.668141898391532
LARP6	hsa-mir-19b-2	0
ZC3H10	hsa-mir-19b-2	0
C9ORF114	hsa-mir-19b-2	1
SF1	hsa-mir-19b-2	6.66666666666667
PUM1	hsa-mir-19b-2	1.12155388471178
PUM2	hsa-mir-19b-2	0
ELAC1	hsa-mir-19b-2	0
IGF2BP1	hsa-mir-19b-2	1.63309607108393
IGF2BP2	hsa-mir-19b-2	1.2662431540615
IGF2BP3	hsa-mir-19b-2	1.79070995127092
PGAM5	hsa-mir-19b-2	0
CSTF1	hsa-mir-19b-2	0
LCORL	hsa-mir-19b-2	0
NOL4L	hsa-mir-19b-2	0
LIN28A	hsa-mir-20a	0.523103748910201
LIN28B	hsa-mir-20a	0
ZCCHC11	hsa-mir-20a	0
ZCCHC6	hsa-mir-20a	0
HNRNPL	hsa-mir-20a	0.925275185280093
STRBP	hsa-mir-20a	0
NUDT16L1	hsa-mir-20a	0
GRSF1	hsa-mir-20a	0
HNRNPF	hsa-mir-20a	0.343013673098386
HNRNPH1	hsa-mir-20a	0.526547343854855
HNRNPH2	hsa-mir-20a	0.178802711685755
HNRNPH3	hsa-mir-20a	0.206005599765716
ADARB1	hsa-mir-20a	0
ESRP1	hsa-mir-20a	0
TRMT10C	hsa-mir-20a	0
RBM4	hsa-mir-20a	0.141242937853107
RBM4B	hsa-mir-20a	0
RBM12B	hsa-mir-20a	0
SLTM	hsa-mir-20a	0
SAFB	hsa-mir-20a	0
FUS	hsa-mir-20a	0.560816257474068
TAF15	hsa-mir-20a	0.176764365829529
RBM14	hsa-mir-20a	0.298742021808909
DDX1	hsa-mir-20a	0.562224260670713
APOBEC3B	hsa-mir-20a	0.0962000962000962
RTCB	hsa-mir-20a	0.469391954487313
DDX23	hsa-mir-20a	0
RBM47	hsa-mir-20a	0
PRMT1	hsa-mir-20a	0.359966120835686
RBM6	hsa-mir-20a	0
SUGP1	hsa-mir-20a	0
PLRG1	hsa-mir-20a	0
CDC5L	hsa-mir-20a	0
CDC40	hsa-mir-20a	0
SF3A1	hsa-mir-20a	0
SF3A3	hsa-mir-20a	0
SF3B1	hsa-mir-20a	0.243128151734054
SF3B2	hsa-mir-20a	0.367596996051049
SF3B3	hsa-mir-20a	0.599086061899749
SF3B4	hsa-mir-20a	0
SF3B5	hsa-mir-20a	0
U2SURP	hsa-mir-20a	0
RBM10	hsa-mir-20a	0
CHERP	hsa-mir-20a	0
CCAR1	hsa-mir-20a	0
RBM17	hsa-mir-20a	0
RBM5	hsa-mir-20a	0
AQR	hsa-mir-20a	0
XAB2	hsa-mir-20a	0
PAXBP1	hsa-mir-20a	0
PURA	hsa-mir-20a	0
PURB	hsa-mir-20a	0
PLOD1	hsa-mir-20a	1.23336291038154
HNRNPA0	hsa-mir-20a	15.6181602900225
HNRNPA1	hsa-mir-20a	3.38007525994452
HNRNPA2B1	hsa-mir-20a	1.72354950722469
HNRNPA3	hsa-mir-20a	3.03816515842342
HNRNPK	hsa-mir-20a	1.3879531786195
KIN	hsa-mir-20a	0
TRIM71	hsa-mir-20a	0
G3BP2	hsa-mir-20a	0
ZC3H7A	hsa-mir-20a	0
ZC3H7B	hsa-mir-20a	0
XRN1	hsa-mir-20a	0
TRIM25	hsa-mir-20a	0
ATXN2L	hsa-mir-20a	0
ATXN2	hsa-mir-20a	0
NUFIP2	hsa-mir-20a	0
TTC3	hsa-mir-20a	0
PAPD4	hsa-mir-20a	0
ZC3H11A	hsa-mir-20a	0
HNRNPM	hsa-mir-20a	0.985056487545297
ZNF346	hsa-mir-20a	0.061012812690665
RTCA	hsa-mir-20a	0
DHX36	hsa-mir-20a	0.462056303549572
USP36	hsa-mir-20a	0
PATL1	hsa-mir-20a	0
EDC3	hsa-mir-20a	0
EDC4	hsa-mir-20a	0.493827160493827
DCP1A	hsa-mir-20a	0
DCP1B	hsa-mir-20a	0
DCP2	hsa-mir-20a	0
DDX3X	hsa-mir-20a	1.11679050481396
DDX3Y	hsa-mir-20a	1.37457044673539
HNRNPR	hsa-mir-20a	0.641220532541298
SYNCRIP	hsa-mir-20a	0.722013843235678
ZFR	hsa-mir-20a	0
TRMT1L	hsa-mir-20a	0
MSI1	hsa-mir-20a	3.3033033033033
MSI2	hsa-mir-20a	8.53018685154467
TRIM26	hsa-mir-20a	0
SART3	hsa-mir-20a	0
RBBP6	hsa-mir-20a	0
CRTAP	hsa-mir-20a	1.05820105820106
P3H1	hsa-mir-20a	0
TRA2A	hsa-mir-20a	0.256081946222791
TRA2B	hsa-mir-20a	0.566174248302537
WWP1	hsa-mir-20a	0
WWP2	hsa-mir-20a	0
CPSF1	hsa-mir-20a	0
CPSF2	hsa-mir-20a	0
CPSF3	hsa-mir-20a	0
CPSF4	hsa-mir-20a	0
NUDT21	hsa-mir-20a	0.115740740740741
CPSF6	hsa-mir-20a	0
CPSF7	hsa-mir-20a	0
CSTF2	hsa-mir-20a	0
CSTF3	hsa-mir-20a	0
FIP1L1	hsa-mir-20a	0
WDR33	hsa-mir-20a	0
SYMPK	hsa-mir-20a	0
EPRS	hsa-mir-20a	0.13156163662676
RARS	hsa-mir-20a	1.41744944150736
IARS	hsa-mir-20a	0.141236216883107
LARS	hsa-mir-20a	0
DARS	hsa-mir-20a	1.25291695880737
QARS	hsa-mir-20a	0
MARS	hsa-mir-20a	0.571497956044846
KARS	hsa-mir-20a	0.374531835205992
AIMP1	hsa-mir-20a	0
AIMP2	hsa-mir-20a	0.22075055187638
ZNF385A	hsa-mir-20a	0
LARP7	hsa-mir-20a	0.413356014303467
DZIP3	hsa-mir-20a	94.4444444444445
TIAL1	hsa-mir-20a	45
MYEF2	hsa-mir-20a	0.364298724954463
RBFOX2	hsa-mir-20a	0
KNOP1	hsa-mir-20a	0.206185567010309
DHX37	hsa-mir-20a	0
DDX21	hsa-mir-20a	0.43919992561151
LRPPRC	hsa-mir-20a	0.371565474031212
RBM45	hsa-mir-20a	0
RBMS1	hsa-mir-20a	0
RBMS2	hsa-mir-20a	0
HARS2	hsa-mir-20a	0
SUGP2	hsa-mir-20a	0.153688524590164
MATR3	hsa-mir-20a	0.75748862815514
YBX3	hsa-mir-20a	0.247104637450121
YBX1	hsa-mir-20a	0.678918690810828
YBX2	hsa-mir-20a	0
C1QBP	hsa-mir-20a	1.39671745900415
PTBP1	hsa-mir-20a	0.517360934222023
PTBP3	hsa-mir-20a	0.0862068965517241
FAM98A	hsa-mir-20a	0.292752552584068
FAM98B	hsa-mir-20a	0
MTERF3	hsa-mir-20a	0
PTCD3	hsa-mir-20a	0
TRIM56	hsa-mir-20a	0
PDCD11	hsa-mir-20a	0.782571544313953
UPF1	hsa-mir-20a	0.07029053420806
NOL6	hsa-mir-20a	0.108695652173913
ERAL1	hsa-mir-20a	0.230414746543779
UTP20	hsa-mir-20a	0.476716578913949
QKI	hsa-mir-20a	0
PUF60	hsa-mir-20a	0.213675213675214
LSM10	hsa-mir-20a	23.0769230769231
LSM11	hsa-mir-20a	2.08333333333333
CASC3	hsa-mir-20a	0
NONO	hsa-mir-20a	0.614816291292991
SFPQ	hsa-mir-20a	0.647450823668072
ZNF106	hsa-mir-20a	0
DDX49	hsa-mir-20a	0
CELF2	hsa-mir-20a	0
CELF1	hsa-mir-20a	0
PIP5K1A	hsa-mir-20a	0
EIF2AK2	hsa-mir-20a	0.108073826719474
LARP6	hsa-mir-20a	0
ZC3H10	hsa-mir-20a	0
C9ORF114	hsa-mir-20a	0
SF1	hsa-mir-20a	0
PUM1	hsa-mir-20a	0.357142857142857
PUM2	hsa-mir-20a	0
ELAC1	hsa-mir-20a	0
IGF2BP1	hsa-mir-20a	0.185970013274982
IGF2BP2	hsa-mir-20a	0
IGF2BP3	hsa-mir-20a	0.0465657741559953
PGAM5	hsa-mir-20a	0
CSTF1	hsa-mir-20a	0
LCORL	hsa-mir-20a	0
NOL4L	hsa-mir-20a	0
LIN28A	hsa-mir-20b	0.610287707061901
LIN28B	hsa-mir-20b	0
ZCCHC11	hsa-mir-20b	0
ZCCHC6	hsa-mir-20b	0
HNRNPL	hsa-mir-20b	1.26366552607057
STRBP	hsa-mir-20b	0
NUDT16L1	hsa-mir-20b	0
GRSF1	hsa-mir-20b	0
HNRNPF	hsa-mir-20b	1.74230587108473
HNRNPH1	hsa-mir-20b	1.12070336323144
HNRNPH2	hsa-mir-20b	0.614680994930405
HNRNPH3	hsa-mir-20b	0.243153467574473
ADARB1	hsa-mir-20b	0
ESRP1	hsa-mir-20b	5.52153500714432
TRMT10C	hsa-mir-20b	0
RBM4	hsa-mir-20b	1.95003065968936
RBM4B	hsa-mir-20b	0
RBM12B	hsa-mir-20b	0
SLTM	hsa-mir-20b	0
SAFB	hsa-mir-20b	0
FUS	hsa-mir-20b	1.58729846830733
TAF15	hsa-mir-20b	1.98424291387232
RBM14	hsa-mir-20b	1.81804598553071
DDX1	hsa-mir-20b	0.824641201193845
APOBEC3B	hsa-mir-20b	0.144300144300144
RTCB	hsa-mir-20b	1.8117600326914
DDX23	hsa-mir-20b	0
RBM47	hsa-mir-20b	0
PRMT1	hsa-mir-20b	0.242424242424242
RBM6	hsa-mir-20b	0
SUGP1	hsa-mir-20b	0
PLRG1	hsa-mir-20b	0
CDC5L	hsa-mir-20b	0
CDC40	hsa-mir-20b	0
SF3A1	hsa-mir-20b	3.26923076923077
SF3A3	hsa-mir-20b	0
SF3B1	hsa-mir-20b	1.89429685282804
SF3B2	hsa-mir-20b	2.39499275702867
SF3B3	hsa-mir-20b	1.82738115923773
SF3B4	hsa-mir-20b	5.12598694811473
SF3B5	hsa-mir-20b	0
U2SURP	hsa-mir-20b	1.53616145108731
RBM10	hsa-mir-20b	0
CHERP	hsa-mir-20b	0
CCAR1	hsa-mir-20b	0
RBM17	hsa-mir-20b	0
RBM5	hsa-mir-20b	0
AQR	hsa-mir-20b	1.66666666666667
XAB2	hsa-mir-20b	0
PAXBP1	hsa-mir-20b	0
PURA	hsa-mir-20b	1.43342862539743
PURB	hsa-mir-20b	0
PLOD1	hsa-mir-20b	0
HNRNPA0	hsa-mir-20b	1.89600223446964
HNRNPA1	hsa-mir-20b	1.08437018842521
HNRNPA2B1	hsa-mir-20b	1.0037575705146
HNRNPA3	hsa-mir-20b	0.935722252940745
HNRNPK	hsa-mir-20b	1.48357080299591
KIN	hsa-mir-20b	0
TRIM71	hsa-mir-20b	0
G3BP2	hsa-mir-20b	0.285171102661597
ZC3H7A	hsa-mir-20b	0
ZC3H7B	hsa-mir-20b	0
XRN1	hsa-mir-20b	0
TRIM25	hsa-mir-20b	0
ATXN2L	hsa-mir-20b	0.703781512605042
ATXN2	hsa-mir-20b	0
NUFIP2	hsa-mir-20b	1.44953616561437
TTC3	hsa-mir-20b	0
PAPD4	hsa-mir-20b	0
ZC3H11A	hsa-mir-20b	0
HNRNPM	hsa-mir-20b	4.1055482069331
ZNF346	hsa-mir-20b	0
RTCA	hsa-mir-20b	0.726354931314182
DHX36	hsa-mir-20b	1.43855840426763
USP36	hsa-mir-20b	0
PATL1	hsa-mir-20b	4.16666666666667
EDC3	hsa-mir-20b	0
EDC4	hsa-mir-20b	0
DCP1A	hsa-mir-20b	0
DCP1B	hsa-mir-20b	0
DCP2	hsa-mir-20b	0
DDX3X	hsa-mir-20b	1.4333037441816
DDX3Y	hsa-mir-20b	0
HNRNPR	hsa-mir-20b	1.11983770002914
SYNCRIP	hsa-mir-20b	0.944783369232612
ZFR	hsa-mir-20b	1.33641922066969
TRMT1L	hsa-mir-20b	0
MSI1	hsa-mir-20b	0
MSI2	hsa-mir-20b	1.27140505720783
TRIM26	hsa-mir-20b	0
SART3	hsa-mir-20b	0
RBBP6	hsa-mir-20b	0
CRTAP	hsa-mir-20b	0
P3H1	hsa-mir-20b	0
TRA2A	hsa-mir-20b	1.52344601846491
TRA2B	hsa-mir-20b	1.78528494397189
WWP1	hsa-mir-20b	0
WWP2	hsa-mir-20b	0
CPSF1	hsa-mir-20b	0.735294117647059
CPSF2	hsa-mir-20b	0
CPSF3	hsa-mir-20b	0
CPSF4	hsa-mir-20b	0
NUDT21	hsa-mir-20b	0
CPSF6	hsa-mir-20b	0
CPSF7	hsa-mir-20b	0
CSTF2	hsa-mir-20b	0
CSTF3	hsa-mir-20b	0
FIP1L1	hsa-mir-20b	0
WDR33	hsa-mir-20b	0
SYMPK	hsa-mir-20b	1.93652782127571
EPRS	hsa-mir-20b	2.15649409653774
RARS	hsa-mir-20b	2.36620208041372
IARS	hsa-mir-20b	2.04299092865707
LARS	hsa-mir-20b	0.902698164553298
DARS	hsa-mir-20b	2.53914830507487
QARS	hsa-mir-20b	2.33123502977074
MARS	hsa-mir-20b	1.53258990981203
KARS	hsa-mir-20b	1.87535181435056
AIMP1	hsa-mir-20b	4.26156944787928
AIMP2	hsa-mir-20b	1.16730216067964
ZNF385A	hsa-mir-20b	0
LARP7	hsa-mir-20b	1.44750916654969
DZIP3	hsa-mir-20b	0
TIAL1	hsa-mir-20b	0
MYEF2	hsa-mir-20b	19.3835197623504
RBFOX2	hsa-mir-20b	50.1631526104418
KNOP1	hsa-mir-20b	1.76282051282051
DHX37	hsa-mir-20b	1.33006029764139
DDX21	hsa-mir-20b	1.88781636599056
LRPPRC	hsa-mir-20b	1.55552214643775
RBM45	hsa-mir-20b	0
RBMS1	hsa-mir-20b	0
RBMS2	hsa-mir-20b	0
HARS2	hsa-mir-20b	0
SUGP2	hsa-mir-20b	0.595238095238095
MATR3	hsa-mir-20b	1.34733217643492
YBX3	hsa-mir-20b	1.45723530637056
YBX1	hsa-mir-20b	1.61437472225188
YBX2	hsa-mir-20b	0
C1QBP	hsa-mir-20b	0.285009019794124
PTBP1	hsa-mir-20b	0.926976572313171
PTBP3	hsa-mir-20b	0.37443399512365
FAM98A	hsa-mir-20b	0.538064936721062
FAM98B	hsa-mir-20b	0
MTERF3	hsa-mir-20b	0
PTCD3	hsa-mir-20b	0
TRIM56	hsa-mir-20b	0
PDCD11	hsa-mir-20b	2.5679694463789
UPF1	hsa-mir-20b	3.66207623330591
NOL6	hsa-mir-20b	2.2757441366926
ERAL1	hsa-mir-20b	0.230414746543779
UTP20	hsa-mir-20b	2.08310257476687
QKI	hsa-mir-20b	0
PUF60	hsa-mir-20b	0.245098039215686
LSM10	hsa-mir-20b	0
LSM11	hsa-mir-20b	0
CASC3	hsa-mir-20b	0
NONO	hsa-mir-20b	2.0489474396501
SFPQ	hsa-mir-20b	1.5962206794109
ZNF106	hsa-mir-20b	0
DDX49	hsa-mir-20b	0
CELF2	hsa-mir-20b	0
CELF1	hsa-mir-20b	0.145454545454545
PIP5K1A	hsa-mir-20b	0
EIF2AK2	hsa-mir-20b	0.104142567180658
LARP6	hsa-mir-20b	0
ZC3H10	hsa-mir-20b	0
C9ORF114	hsa-mir-20b	0.36144578313253
SF1	hsa-mir-20b	0
PUM1	hsa-mir-20b	0.178571428571429
PUM2	hsa-mir-20b	0
ELAC1	hsa-mir-20b	0
IGF2BP1	hsa-mir-20b	0.814519438253879
IGF2BP2	hsa-mir-20b	1.11205833185559
IGF2BP3	hsa-mir-20b	0.862084390464998
PGAM5	hsa-mir-20b	1.24692370795734
CSTF1	hsa-mir-20b	0
LCORL	hsa-mir-20b	0
NOL4L	hsa-mir-20b	0
LIN28A	hsa-mir-21	1.0462074978204
LIN28B	hsa-mir-21	0
ZCCHC11	hsa-mir-21	0
ZCCHC6	hsa-mir-21	0
HNRNPL	hsa-mir-21	1.42492918010863
STRBP	hsa-mir-21	0
NUDT16L1	hsa-mir-21	0.616113744075829
GRSF1	hsa-mir-21	0
HNRNPF	hsa-mir-21	1.9503457442228
HNRNPH1	hsa-mir-21	1.43540567926034
HNRNPH2	hsa-mir-21	1.17667345722732
HNRNPH3	hsa-mir-21	1.76601032149731
ADARB1	hsa-mir-21	0
ESRP1	hsa-mir-21	0.704225352112676
TRMT10C	hsa-mir-21	0
RBM4	hsa-mir-21	9.27010734505801
RBM4B	hsa-mir-21	8.33333333333333
RBM12B	hsa-mir-21	0
SLTM	hsa-mir-21	0
SAFB	hsa-mir-21	0
FUS	hsa-mir-21	0.661470543085241
TAF15	hsa-mir-21	0.348438185572018
RBM14	hsa-mir-21	1.38366592922996
DDX1	hsa-mir-21	0.311663155658005
APOBEC3B	hsa-mir-21	0.0962000962000962
RTCB	hsa-mir-21	0.267375219605059
DDX23	hsa-mir-21	0
RBM47	hsa-mir-21	0
PRMT1	hsa-mir-21	0
RBM6	hsa-mir-21	0
SUGP1	hsa-mir-21	0
PLRG1	hsa-mir-21	0
CDC5L	hsa-mir-21	0
CDC40	hsa-mir-21	0
SF3A1	hsa-mir-21	0
SF3A3	hsa-mir-21	0
SF3B1	hsa-mir-21	6.06499418998758
SF3B2	hsa-mir-21	14.3358206278973
SF3B3	hsa-mir-21	6.11588836222875
SF3B4	hsa-mir-21	15.9765122828348
SF3B5	hsa-mir-21	50
U2SURP	hsa-mir-21	7.09380488953084
RBM10	hsa-mir-21	1.15384615384615
CHERP	hsa-mir-21	0
CCAR1	hsa-mir-21	0
RBM17	hsa-mir-21	1.70940170940171
RBM5	hsa-mir-21	0
AQR	hsa-mir-21	0
XAB2	hsa-mir-21	0
PAXBP1	hsa-mir-21	0
PURA	hsa-mir-21	0.646197656164434
PURB	hsa-mir-21	0
PLOD1	hsa-mir-21	0
HNRNPA0	hsa-mir-21	0.660779525557059
HNRNPA1	hsa-mir-21	0.708462320173992
HNRNPA2B1	hsa-mir-21	0.527695423611715
HNRNPA3	hsa-mir-21	0.533204965689794
HNRNPK	hsa-mir-21	1.50386123469372
KIN	hsa-mir-21	0
TRIM71	hsa-mir-21	0
G3BP2	hsa-mir-21	0.142585551330798
ZC3H7A	hsa-mir-21	0
ZC3H7B	hsa-mir-21	0
XRN1	hsa-mir-21	0
TRIM25	hsa-mir-21	3.14253647586981
ATXN2L	hsa-mir-21	0.220588235294118
ATXN2	hsa-mir-21	0
NUFIP2	hsa-mir-21	0.146520146520146
TTC3	hsa-mir-21	0
PAPD4	hsa-mir-21	0.249687890137328
ZC3H11A	hsa-mir-21	0
HNRNPM	hsa-mir-21	1.47159924343339
ZNF346	hsa-mir-21	0
RTCA	hsa-mir-21	2.12468985950288
DHX36	hsa-mir-21	1.99835627027203
USP36	hsa-mir-21	6.86813186813187
PATL1	hsa-mir-21	2.77777777777778
EDC3	hsa-mir-21	0
EDC4	hsa-mir-21	0.493827160493827
DCP1A	hsa-mir-21	0
DCP1B	hsa-mir-21	0
DCP2	hsa-mir-21	0
DDX3X	hsa-mir-21	0.982775552362355
DDX3Y	hsa-mir-21	0
HNRNPR	hsa-mir-21	1.5986988255103
SYNCRIP	hsa-mir-21	1.16131653743581
ZFR	hsa-mir-21	0.378787878787879
TRMT1L	hsa-mir-21	0
MSI1	hsa-mir-21	0
MSI2	hsa-mir-21	1.06130460190614
TRIM26	hsa-mir-21	0
SART3	hsa-mir-21	0
RBBP6	hsa-mir-21	0
CRTAP	hsa-mir-21	0
P3H1	hsa-mir-21	0
TRA2A	hsa-mir-21	0.621020770274502
TRA2B	hsa-mir-21	1.06349844756552
WWP1	hsa-mir-21	0
WWP2	hsa-mir-21	0
CPSF1	hsa-mir-21	0.735294117647059
CPSF2	hsa-mir-21	0
CPSF3	hsa-mir-21	0
CPSF4	hsa-mir-21	0
NUDT21	hsa-mir-21	0
CPSF6	hsa-mir-21	0
CPSF7	hsa-mir-21	0
CSTF2	hsa-mir-21	0
CSTF3	hsa-mir-21	10
FIP1L1	hsa-mir-21	0
WDR33	hsa-mir-21	0
SYMPK	hsa-mir-21	1.61290322580645
EPRS	hsa-mir-21	0.766473565895945
RARS	hsa-mir-21	1.33305223704109
IARS	hsa-mir-21	0.646495771356549
LARS	hsa-mir-21	0.347826086956522
DARS	hsa-mir-21	1.46354351945516
QARS	hsa-mir-21	0.650434985577749
MARS	hsa-mir-21	1.24451938442641
KARS	hsa-mir-21	1.62544361709969
AIMP1	hsa-mir-21	0
AIMP2	hsa-mir-21	0.33112582781457
ZNF385A	hsa-mir-21	0
LARP7	hsa-mir-21	1.93531991396512
DZIP3	hsa-mir-21	0
TIAL1	hsa-mir-21	0
MYEF2	hsa-mir-21	0.571386978199949
RBFOX2	hsa-mir-21	0.3125
KNOP1	hsa-mir-21	21.245489153769
DHX37	hsa-mir-21	5.68883049667358
DDX21	hsa-mir-21	1.6910870652827
LRPPRC	hsa-mir-21	0.764725152300121
RBM45	hsa-mir-21	0
RBMS1	hsa-mir-21	0
RBMS2	hsa-mir-21	0
HARS2	hsa-mir-21	0
SUGP2	hsa-mir-21	5.54710040433193
MATR3	hsa-mir-21	1.89555543475818
YBX3	hsa-mir-21	0.845427793711824
YBX1	hsa-mir-21	1.35409852739549
YBX2	hsa-mir-21	0.746965452847806
C1QBP	hsa-mir-21	1.39034566267343
PTBP1	hsa-mir-21	2.10857479277667
PTBP3	hsa-mir-21	1.42371995820272
FAM98A	hsa-mir-21	0.229015873571568
FAM98B	hsa-mir-21	0
MTERF3	hsa-mir-21	0
PTCD3	hsa-mir-21	1.43540669856459
TRIM56	hsa-mir-21	0
PDCD11	hsa-mir-21	2.52638058263551
UPF1	hsa-mir-21	1.43361266416884
NOL6	hsa-mir-21	0.466073781291173
ERAL1	hsa-mir-21	0.230414746543779
UTP20	hsa-mir-21	1.74052329936352
QKI	hsa-mir-21	0
PUF60	hsa-mir-21	0.983134512546277
LSM10	hsa-mir-21	0
LSM11	hsa-mir-21	0
CASC3	hsa-mir-21	0
NONO	hsa-mir-21	1.04941010757782
SFPQ	hsa-mir-21	0.90659892884925
ZNF106	hsa-mir-21	5.88235294117647
DDX49	hsa-mir-21	0
CELF2	hsa-mir-21	0.932400932400932
CELF1	hsa-mir-21	1.24959861246218
PIP5K1A	hsa-mir-21	0
EIF2AK2	hsa-mir-21	0.193166681810891
LARP6	hsa-mir-21	0
ZC3H10	hsa-mir-21	0
C9ORF114	hsa-mir-21	0.344827586206897
SF1	hsa-mir-21	0
PUM1	hsa-mir-21	1.08704137392662
PUM2	hsa-mir-21	0
ELAC1	hsa-mir-21	0
IGF2BP1	hsa-mir-21	1.23938989464968
IGF2BP2	hsa-mir-21	0.642355504831027
IGF2BP3	hsa-mir-21	1.15551811075336
PGAM5	hsa-mir-21	1.64672380790737
CSTF1	hsa-mir-21	0
LCORL	hsa-mir-21	0
NOL4L	hsa-mir-21	0
LIN28A	hsa-mir-25	1.5693112467306
LIN28B	hsa-mir-25	0.474495848161329
ZCCHC11	hsa-mir-25	0
ZCCHC6	hsa-mir-25	7.14285714285714
HNRNPL	hsa-mir-25	1.26853130919757
STRBP	hsa-mir-25	0
NUDT16L1	hsa-mir-25	0.14218009478673
GRSF1	hsa-mir-25	0.859818968909878
HNRNPF	hsa-mir-25	0.997881628338305
HNRNPH1	hsa-mir-25	1.08781702694135
HNRNPH2	hsa-mir-25	0.953008259129013
HNRNPH3	hsa-mir-25	0.470388576115897
ADARB1	hsa-mir-25	0
ESRP1	hsa-mir-25	0.704225352112676
TRMT10C	hsa-mir-25	0
RBM4	hsa-mir-25	2.9786362349051
RBM4B	hsa-mir-25	0
RBM12B	hsa-mir-25	0
SLTM	hsa-mir-25	0
SAFB	hsa-mir-25	0
FUS	hsa-mir-25	1.21870571113631
TAF15	hsa-mir-25	1.72652651878982
RBM14	hsa-mir-25	2.01054353028419
DDX1	hsa-mir-25	0.960992842934575
APOBEC3B	hsa-mir-25	0.341344479275514
RTCB	hsa-mir-25	0.361797143793454
